insurer_key,product_key,variant_key,coverage_name_raw,coverage_name_normalized,coverage_code_step2,coverage_code_step4,mapping_method,step2b_has_code,drop_reason,classification,note,auto_bucket,auto_reason,candidate_codes,priority,top_candidate_code,top_candidate_name,top_candidate_score,resolution_type,target_cre_cvr_cd,resolution_notes
kb,kb__KB닥터플러스건강보험세만기해약환급금미지급형무배,default,207. 다빈치로봇 갑상선암 및 전립선암수술비(최초1회한)(갱신형),다빈치로봇 갑상선암 및 전립선암수술비(최초1회한)(갱신형),,,unmapped,False,,A_MAPPING_GAP,No coverage_code in Step2-b canonical mapping,LIKELY_ALIAS,"ALIAS_KEYWORD:전립선암, ALIAS_KEYWORD:암, ALIAS_KEYWORD:갑상선암, ALIAS_KEYWORD:수술비, MEDIUM_MATCH:score=1.0",A9630_1:다빈치로봇갑상선암및전립선암수술비(최초1회한)(갱신형):1.0 | A9630_1:다빈치로봇 갑상선암 및 전립선암 수술비(최초1회한)【갱신계약】:0.8 | A5200:암수술비(유사암제외):0.7 | A5200:암수술비(유사암제외)(최초1회한):0.7 | A5200:암수술비(유사암제외):0.7,P1,A9630_1,다빈치로봇갑상선암및전립선암수술비(최초1회한)(갱신형),1.0,ALIAS_EXISTING,A9630_1,Confirmed match
kb,kb__KB닥터플러스건강보험세만기해약환급금미지급형무배,default,278. 표적항암약물허가치료비(3대특정암)(최초1회한)Ⅱ(갱신형),표적항암약물허가치료비(3대특정암)(최초1회한)Ⅱ(갱신형),,,unmapped,False,,A_MAPPING_GAP,No coverage_code in Step2-b canonical mapping,LIKELY_ALIAS,"ALIAS_KEYWORD:암, ALIAS_KEYWORD:치료비, MEDIUM_MATCH:score=0.8",A9619_1:갱신형표적항암약물허가치료비Ⅱ:0.8 | A9619_1:표적항암약물허가치료비(3대특정암 및 림프종·백혈병 관련암 제외)(최초1회한)Ⅱ【갱신계약】:0.8 | A9619_1:표적항암약물허가치료비(3대특정암)(최초1회한)Ⅱ【갱신계약】:0.8 | A9619_1:표적항암약물허가치료비(림프종·백혈병 관련암)(최초1회한)Ⅱ【갱신계약】:0.8 | A9619_3:(10년갱신)갱신형표적항암약물허가치료비Ⅱ:0.8,P1,A9619_1,갱신형표적항암약물허가치료비Ⅱ,0.8,ALIAS_EXISTING,A9619_1,Confirmed match
kb,kb__KB닥터플러스건강보험세만기해약환급금미지급형무배,default,279. 표적항암약물허가치료비(림프종·백혈병 관련암)(최초1회한)Ⅱ(갱신형),표적항암약물허가치료비(림프종·백혈병 관련암)(최초1회한)Ⅱ(갱신형),,,unmapped,False,,A_MAPPING_GAP,No coverage_code in Step2-b canonical mapping,LIKELY_ALIAS,"ALIAS_KEYWORD:암, ALIAS_KEYWORD:치료비, MEDIUM_MATCH:score=0.8",A9619_1:갱신형표적항암약물허가치료비Ⅱ:0.8 | A9619_1:표적항암약물허가치료비(3대특정암 및 림프종·백혈병 관련암 제외)(최초1회한)Ⅱ【갱신계약】:0.8 | A9619_1:표적항암약물허가치료비(3대특정암)(최초1회한)Ⅱ【갱신계약】:0.8 | A9619_1:표적항암약물허가치료비(림프종·백혈병 관련암)(최초1회한)Ⅱ【갱신계약】:0.8 | A9619_3:(10년갱신)갱신형표적항암약물허가치료비Ⅱ:0.8,P1,A9619_1,갱신형표적항암약물허가치료비Ⅱ,0.8,ALIAS_EXISTING,A9619_1,Confirmed match
kb,kb__KB닥터플러스건강보험세만기해약환급금미지급형무배,default,280  표적항암약물허가치료비(3대특정암 및 림프종·백혈병 관련암 제외)(최초1회한) Ⅱ(갱신형),표적항암약물허가치료비(3대특정암 및 림프종·백혈병 관련암 제외)(최초1회한) Ⅱ(갱신형),,,unmapped,False,,A_MAPPING_GAP,No coverage_code in Step2-b canonical mapping,LIKELY_ALIAS,"ALIAS_KEYWORD:암, ALIAS_KEYWORD:치료비, MEDIUM_MATCH:score=0.8",A9619_1:갱신형표적항암약물허가치료비Ⅱ:0.8 | A9619_1:표적항암약물허가치료비(3대특정암 및 림프종·백혈병 관련암 제외)(최초1회한)Ⅱ【갱신계약】:0.8 | A9619_1:표적항암약물허가치료비(3대특정암)(최초1회한)Ⅱ【갱신계약】:0.8 | A9619_1:표적항암약물허가치료비(림프종·백혈병 관련암)(최초1회한)Ⅱ【갱신계약】:0.8 | A9619_3:(10년갱신)갱신형표적항암약물허가치료비Ⅱ:0.8,P1,A9619_1,갱신형표적항암약물허가치료비Ⅱ,0.8,ALIAS_EXISTING,A9619_1,Confirmed match
kb,kb__KB닥터플러스건강보험세만기해약환급금미지급형무배,default,283. 특정항암호르몬약물허가치료비(최초1회한)Ⅱ(갱신형),특정항암호르몬약물허가치료비(최초1회한)Ⅱ(갱신형),,,unmapped,False,,A_MAPPING_GAP,No coverage_code in Step2-b canonical mapping,LIKELY_ALIAS,"ALIAS_KEYWORD:암, ALIAS_KEYWORD:치료비, MEDIUM_MATCH:score=0.8",A9619_1:특정항암호르몬약물허가치료비(최초1회한)Ⅱ【갱신계약】:0.8,P1,A9619_1,특정항암호르몬약물허가치료비(최초1회한)Ⅱ【갱신계약】,0.8,ALIAS_EXISTING,A9619_1,Confirmed match (hormone variant)
kb,kb__KB닥터플러스건강보험세만기해약환급금미지급형무배,default,291. 카티(CAR-T)항암약물허가치료비(연간1회한)(갱신형),카티(CAR-T)항암약물허가치료비(연간1회한)(갱신형),,,unmapped,False,,A_MAPPING_GAP,No coverage_code in Step2-b canonical mapping,LIKELY_ALIAS,"ALIAS_KEYWORD:암, ALIAS_KEYWORD:치료비, MEDIUM_MATCH:score=1.0",A9620_1:카티(CAR-T)항암약물허가치료비:1.0 | A9620_1:카티(CAR-T)항암약물허가치료비(1회한)(갱신형):1.0 | A9620_1:카티(CAR-T)항암약물허가치료비:1.0 | A9620_1:카티(CAR-T)항암약물허가치료비(1회한)(갱신형):1.0 | A9620_1:카티(CAR-T)항암약물허가치료비:1.0,P1,A9620_1,카티(CAR-T)항암약물허가치료비,1.0,ALIAS_EXISTING,A9620_1,Confirmed match
kb,kb__KB닥터플러스건강보험세만기해약환급금미지급형무배,default,다빈치로봇 암수술비(갑상선암 및 전립선암 제외)(,다빈치로봇 암수술비(갑상선암 및 전립선암 제외)(,,,unmapped,False,,A_MAPPING_GAP,No coverage_code in Step2-b canonical mapping,LIKELY_ALIAS,"ALIAS_KEYWORD:전립선암, ALIAS_KEYWORD:암, ALIAS_KEYWORD:갑상선암, ALIAS_KEYWORD:수술비, MEDIUM_MATCH:score=1.0",A9630_1:다빈치로봇암수술비:1.0 | A9630_1:다빈치로봇암수술비:1.0 | A9630_1:다빈치로봇암수술비:1.0 | A9630_1:다빈치로봇암수술비:1.0 | A9630_1:다빈치로봇암수술비(갑상선암및전립선암제외)(최초1회한)(갱신형):1.0,P1,A9630_1,다빈치로봇암수술비,1.0,ALIAS_EXISTING,A9630_1,Confirmed match (fragment)
kb,kb__KB닥터플러스건강보험세만기해약환급금미지급형무배,default,다빈치로봇 갑상선암 및 전립선암수술비(,다빈치로봇 갑상선암 및 전립선암수술비(,,,unmapped,False,,A_MAPPING_GAP,No coverage_code in Step2-b canonical mapping,LIKELY_ALIAS,"ALIAS_KEYWORD:전립선암, ALIAS_KEYWORD:암, ALIAS_KEYWORD:갑상선암, ALIAS_KEYWORD:수술비, MEDIUM_MATCH:score=1.0",A9630_1:다빈치로봇갑상선암및전립선암수술비(최초1회한)(갱신형):1.0 | A9630_1:다빈치로봇 갑상선암 및 전립선암 수술비(최초1회한)【갱신계약】:0.8 | A5200:암수술비(유사암제외):0.7 | A5200:암수술비(유사암제외)(최초1회한):0.7 | A5200:암수술비(유사암제외):0.7,P1,A9630_1,다빈치로봇갑상선암및전립선암수술비(최초1회한)(갱신형),1.0,ALIAS_EXISTING,A9630_1,Confirmed match (fragment)
heungkuk,heungkuk__무배당흥Good행복한파워종합보험,default,질병후유장해(80%이상)(감액없음),질병후유장해(80%이상)(감액없음),,,unmapped,False,,A_MAPPING_GAP,No coverage_code in Step2-b canonical mapping,NEEDS_HUMAN,"ALIAS_KEYWORD:장해, ALIAS_KEYWORD:질병, ALIAS_KEYWORD:후유장해, NO_CANDIDATES",,P2,,,0.0,NEW_CANONICAL_REQUEST,,New code needed: 질병후유장해(80%이상)(감액없음) - no existing match
kb,kb__KB닥터플러스건강보험세만기해약환급금미지급형무배,default,최초1회,최초1회,,,unmapped,False,,A_MAPPING_GAP,No coverage_code in Step2-b canonical mapping,NEEDS_HUMAN,NO_CANDIDATES_NO_SIGNALS,,P2,,,0.0,INTENTIONAL_UNMAPPED,,Table fragment/column header
lotte,lotte__무배당let:smile종합건강보험더끌림포우먼2506무해지형납입,default,암직접입원비(요양병원제외)(1일-120일),암직접입원비(요양병원제외)(1일-120일),,,unmapped,False,,A_MAPPING_GAP,No coverage_code in Step2-b canonical mapping,NEEDS_HUMAN,"ALIAS_KEYWORD:암, AMBIGUOUS:score=0.3","A6200:암직접치료입원일당(1-180,요양병원제외):0.3 | A6200:암직접치료입원비(요양병원제외)(1-120일):0.3 | A6200:암직접치료입원일당(1-180,요양병원제외):0.25 | A6200:암직접치료입원일당(Ⅱ)(요양병원제외,1일이상):0.25 | A6200:암직접치료입원일당(1-180,요양병원제외):0.25",P2,A6200,"암직접치료입원일당(1-180,요양병원제외)",0.3,ALIAS_EXISTING,A6200,Confirmed match - 입원비 vs 입원일당 are aliases
lotte,lotte__무배당let:smile종합건강보험더끌림포맨2506무해지형납입면,default,암직접입원비(요양병원제외)(1일-120일),암직접입원비(요양병원제외)(1일-120일),,,unmapped,False,,A_MAPPING_GAP,No coverage_code in Step2-b canonical mapping,NEEDS_HUMAN,"ALIAS_KEYWORD:암, AMBIGUOUS:score=0.3","A6200:암직접치료입원일당(1-180,요양병원제외):0.3 | A6200:암직접치료입원비(요양병원제외)(1-120일):0.3 | A6200:암직접치료입원일당(1-180,요양병원제외):0.25 | A6200:암직접치료입원일당(Ⅱ)(요양병원제외,1일이상):0.25 | A6200:암직접치료입원일당(1-180,요양병원제외):0.25",P2,A6200,"암직접치료입원일당(1-180,요양병원제외)",0.3,ALIAS_EXISTING,A6200,Confirmed match - 입원비 vs 입원일당 are aliases
meritz,meritz__무알파Plus보장보험2511보험료납입면제형,default,일반상해중환자실입원일당(1일이상),일반상해중환자실입원일당(1일이상),,,unmapped,False,,A_MAPPING_GAP,No coverage_code in Step2-b canonical mapping,NEEDS_HUMAN,"ALIAS_KEYWORD:상해, ALIAS_KEYWORD:입원일당, AMBIGUOUS:score=0.4",A1300:일반상해사망[기본계약]:0.4 | A3300_1:일반상해후유장해(3~100%):0.3 | A6300_1:일반상해입원일당(1일이상):0.3 | A1300:일반상해사망:0.333 | A1300:일반상해사망(기본):0.333,P2,A1300,일반상해사망[기본계약],0.4,NEW_CANONICAL_REQUEST,,New code needed: 중환자실입원일당 - specific ICU coverage
meritz,meritz__무알파Plus보장보험2511보험료납입면제형,default,신화상치료비(화상수술비),신화상치료비(화상수술비),,,unmapped,False,,A_MAPPING_GAP,No coverage_code in Step2-b canonical mapping,NEEDS_HUMAN,"ALIAS_KEYWORD:화상, ALIAS_KEYWORD:치료비, ALIAS_KEYWORD:수술비, NO_CANDIDATES",,P2,,,0.0,NEW_CANONICAL_REQUEST,,New code needed: 화상수술비 component
meritz,meritz__무알파Plus보장보험2511보험료납입면제형,default,신화상치료비(화상진단비),신화상치료비(화상진단비),,,unmapped,False,,A_MAPPING_GAP,No coverage_code in Step2-b canonical mapping,NEEDS_HUMAN,"ALIAS_KEYWORD:화상, ALIAS_KEYWORD:치료비, ALIAS_KEYWORD:진단비, NO_CANDIDATES",,P2,,,0.0,NEW_CANONICAL_REQUEST,,New code needed: 화상진단비 component
meritz,meritz__무알파Plus보장보험2511보험료납입면제형,default,신화상치료비(중증화상및부식진단비),신화상치료비(중증화상및부식진단비),,,unmapped,False,,A_MAPPING_GAP,No coverage_code in Step2-b canonical mapping,NEEDS_HUMAN,"ALIAS_KEYWORD:화상, ALIAS_KEYWORD:치료비, ALIAS_KEYWORD:진단비, NO_CANDIDATES",,P2,,,0.0,NEW_CANONICAL_REQUEST,,New code needed: 중증화상및부식진단비
samsung,samsung__삼성화재건강보험,default,장해/장애,장해/장애,,,unmapped,False,,A_MAPPING_GAP,No coverage_code in Step2-b canonical mapping,NEEDS_HUMAN,"ALIAS_KEYWORD:장해, ALIAS_KEYWORD:장애, NO_CANDIDATES",,P2,,,0.0,INTENTIONAL_UNMAPPED,,Table header/category
samsung,samsung__삼성화재건강보험,default,간병/사망,간병/사망,,,unmapped,False,,A_MAPPING_GAP,No coverage_code in Step2-b canonical mapping,NEEDS_HUMAN,"ALIAS_KEYWORD:사망, ALIAS_KEYWORD:간병, NO_CANDIDATES",,P2,,,0.0,INTENTIONAL_UNMAPPED,,Table header/category
